,file
448,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_iwildcam2022-fgvc9_team-4-cnn-for-concrete-crack-imageipynb.py
449,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_jpx-tokyo-stock-exchange-prediction_multiple-linear-regression-using-clustersipynb.py
450,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_contradictory-my-dear-watson_indian-sign-lang-f1-score-100ipynb.py
451,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_sorghum-id-fgvc-9_tract-segm-baseline-flash-unet-albumentationipynb.py
452,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_chaii-hindi-and-tamil-question-answering_15-classification-models-summary-table-oheipynb.py
453,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_shopee-product-matching_metric-learning-image-tfidf-inference-shopeeipynb.py
454,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_AI4Code_uci-heart-disease-eda-modellingipynb.py
455,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_state-farm-distracted-driver-detection_driver-action-detection-using-efficientnetsipynb.py
456,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_feedback-prize-2021_nlp-document-retrieval-for-question-answeringipynb.py
457,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_tabular-playground-series-mar-2022_prediction-using-simple-xgboostipynb.py
458,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_bluebook-for-bulldozers_fast-ai-machine-learning-lesson-1-and-2-notesipynb.py
459,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_uw-madison-gi-tract-image-segmentation_tps-may-2022-easiest-xgboostipynb.py
460,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_contradictory-my-dear-watson_dd20051211ipynb.py
461,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_sartorius-cell-instance-segmentation_getting-started-understanding-dataipynb.py
462,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_bengaliai-cv19_validation-with-unseenipynb.py
463,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_contradictory-my-dear-watson_contradictory-my-dear-watson-by-federico-cabreraipynb.py
464,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_rsna-miccai-brain-tumor-radiogenomic-classification_study-kaggle-tabular-playground-series-jan-2022ipynb.py
465,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_covid19-global-forecasting-week-5_week5-v2ipynb.py
466,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_vinbigdata-chest-xray-abnormalities-detection_vinbigdata-chest-xrayipynb.py
467,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_tpu-getting-started_mushroom-classificationipynb.py
468,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_image-matching-challenge-2022_audio-data-eda-processing-modeling-recommendipynb.py
469,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_ncaam-march-mania-2021_ncaam-2021-lgb-w-fe-on-three-datasetsipynb.py
470,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_titanic_quality-prediction-rf-xgb-lgb-optuna-89ipynb.py
471,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_uw-madison-gi-tract-image-segmentation_pytorch-deeplab-v3-plus-multiple-loss-2-foldsipynb.py
472,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_rsna-miccai-brain-tumor-radiogenomic-classification_vietnam-currencyipynb.py
473,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_zillow-prize-1_fork-of-simple-exploration-notebook-zillow-prizeipynb.py
474,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_ventilator-pressure-prediction_starter-the-movies-dataset-bffc2c5f-fipynb.py
475,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_LANL-Earthquake-Prediction_a-light-weight-time-to-event-regressionipynb.py
476,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_digit-recognizer_seoul-bike-rental-86-5ipynb.py
477,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_santa-2021_audio-data-eda-processing-modeling-recommendipynb.py
478,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_phase-ii-widsdatathon2022_skincanceripynb.py
479,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_jane-street-market-prediction_pytorch-resnet-starter-trainingipynb.py
480,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_tabular-playground-series-apr-2022_fastttext-sorting-with-cosine-distance-algoipynb.py
481,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_liverpool-ion-switching_busu-net-with-tensorflow-kerasipynb.py
482,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_us-patent-phrase-to-phrase-matching_ai4code-pairwise-bertsmall-inferenceipynb.py
483,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_titanic_fruit-ds-eda-dp-lr-knn-rf-lgbm-automl-acc-0-91ipynb.py
484,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_lyft-motion-prediction-autonomous-vehicles_lyft-av-py-lightning-resnet-training-baselineipynb.py
485,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_competitive-data-science-predict-future-sales_tensorflow-aslfeat-inferenceipynb.py
486,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_rsna-miccai-brain-tumor-radiogenomic-classification_core-fa19-regressionipynb.py
487,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_happy-whale-and-dolphin_an-lise-de-sentimentoipynb.py
488,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_sartorius-cell-instance-segmentation_ciencias-de-datos-tarea-2ipynb.py
489,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_optiver-realized-volatility-prediction_starter-trending-youtube-video-55ec74f4-8ipynb.py
490,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_kore-2022_cifar100ipynb.py
491,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_nlp-getting-started_5-classes-classification-amazon-reviews-40-lstmipynb.py
492,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_siim-covid19-detection_covid19-detipynb.py
493,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_spaceship-titanic_hw4-vashchenkoipynb.py
494,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_hotel-id-to-combat-human-trafficking-2022-fgvc9_wine-quality-classificationipynb.py
495,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_contradictory-my-dear-watson_nlp-with-disaster-tweets-pytorchipynb.py
496,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_tabular-playground-series-oct-2021_ann-mnist-classification-deep-learningipynb.py
497,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_optiver-realized-volatility-prediction_feature-selection-testingipynb.py
498,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_jpx-tokyo-stock-exchange-prediction_audio-data-eda-processing-modeling-recommendipynb.py
499,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_tpu-getting-started_petals-to-the-metal-cv-projectipynb.py
500,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_nlp-getting-started_logistic-regression-with-sgdipynb.py
501,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_tabular-playground-series-may-2022_fastai-unet-starteripynb.py
502,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_tabular-playground-series-mar-2022_moroccan-car-price-predictionipynb.py
503,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_tabular-playground-series-jan-2022_tp2-organizacion-de-datosipynb.py
504,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_tpu-getting-started_titanic-dataipynb.py
505,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_iwildcam2022-fgvc9_demystify-image-segmentation-from-scratchipynb.py
506,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_uw-madison-gi-tract-image-segmentation_titanic-testipynb.py
507,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_sartorius-cell-instance-segmentation_heart-disease-scoring-who-is-dangerousipynb.py
508,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_kore-2022-beta_titanic-one-feature-predictionipynb.py
509,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_tmdb-box-office-prediction_waldodataeliasipynb.py
510,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_geolifeclef-2022-lifeclef-2022-fgvc9_svmexampleipynb.py
511,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_house-prices-advanced-regression-techniques_motorcycle-predictionipynb.py
512,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_santas-stolen-sleigh_fast-santa-s-script-15316005444-46930py.py
513,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_freesound-audio-tagging-2019_fat19-fastai-mixup-multipreprodatasetipynb.py
514,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_tensorflow-great-barrier-reef_rice-paddy-classifieripynb.py
515,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_tabular-playground-series-may-2022_hybridipynb.py
516,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_sorghum-id-fgvc-9_dd20051211ipynb.py
517,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_uw-madison-gi-tract-image-segmentation_drug-multi-classification-rfc-96-6ipynb.py
518,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_kaggle-survey-2021_fungiclef-kornia-torchipynb.py
519,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_ranzcr-clip-catheter-line-classification_resnet200dipynb.py
520,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_humpback-whale-identification_cnnprojectipynb.py
521,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_santa-2021_hybridipynb.py
522,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_kaggle-survey-2021_microbes-notebook-ulothrix-or-nahipynb.py
523,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_lux-ai-2021_lstm-prediction-with-ohlcipynb.py
524,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_generative-dog-images_gan-bcelogitlossipynb.py
525,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_tensorflow-speech-recognition-challenge_fork-of-midas-task1-finalipynb.py
526,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_kaggle-survey-2021_spaceship-titanic-boruta-demoipynb.py
527,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_jigsaw-toxic-severity-rating_feature-selection-testingipynb.py
528,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_phase-ii-widsdatathon2022_grocery-store-sales-predicitonipynb.py
529,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_foursquare-location-matching_vision-transformeripynb.py
530,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_optiver-realized-volatility-prediction_starter-zomato-bangalore-restaurants-38d284f9-bipynb.py
531,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_iwildcam2022-fgvc9_ts-6-deep-learning-for-ts-rnn-and-friendsipynb.py
532,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_g-research-crypto-forecasting_crypto-forecasting-with-lgbm-gridsearchipynb.py
533,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_two-sigma-connect-rental-listing-inquiries_projet-machine-learning-finalipynb.py
534,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_connectx_notebook-baselineipynb.py
535,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_ventilator-pressure-prediction_object-recognition-yolov5-coco-datasetipynb.py
536,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_ncaam-march-mania-2021_ncaam-simple-model-copyipynb.py
537,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_avito-demand-prediction_catboostattemptipynb.py
538,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_tabular-playground-series-mar-2021_tps-march-lgbm-with-optunaipynb.py
539,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_g-research-crypto-forecasting_raisin-svm-classificationipynb.py
540,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_titanic_train-oversampled-data-rain-only-1-hour-aheadipynb.py
541,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_santa-2021_ieee-fraud-adversarial-lgb-split-pointsipynb.py
542,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_siim-acr-pneumothorax-segmentation_new-caps-21-7ipynb.py
543,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_tabular-playground-series-nov-2021_birdclef22-playing-with-dataipynb.py
544,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_ventilator-pressure-prediction_starter-crimes-in-boston-ef74eab8-3ipynb.py
545,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_nbme-score-clinical-patient-notes_motor-temperature-predictionipynb.py
546,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_nfl-health-and-safety-helmet-assignment_tabular-playground-series-competitionipynb.py
547,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_tabular-playground-series-dec-2021_projet-tipe-dataset-maisonipynb.py
548,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_walmart-recruiting-store-sales-forecasting_1st-analysis-of-the-walmart-salesipynb.py
549,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_m5-forecasting-accuracy_final-solution-726th-placeipynb.py
550,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_competitive-data-science-predict-future-sales_notebook8194c7bdfaipynb.py
551,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_nfl-big-data-bowl-2020_model-and-explanationipynb.py
552,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_lish-moa_team-3-augmented-dataipynb.py
553,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_tabular-playground-series-nov-2021_starter-zomato-bangalore-restaurants-38d284f9-bipynb.py
554,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_ventilator-pressure-prediction_pistachio-image-dataset-yu-taskipynb.py
555,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_lux-ai-2021_fast-il-in-kerasipynb.py
556,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_tabular-playground-series-nov-2021_uwmgi-levit-unet-baselineipynb.py
557,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_mens-march-mania-2022_fruit-image-classificationipynb.py
558,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_ventilator-pressure-prediction_ventilator-01-modify-dataipynb.py
559,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_uw-madison-gi-tract-image-segmentation_digit-recognizer-svm-keras-score-99ipynb.py
560,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_tabular-playground-series-mar-2022_05-13-renewal-simple-cnn-model-using-kerasipynb.py
561,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_kore-2022-beta_tps-may-2022-easiest-xgboostipynb.py
562,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_ga-customer-revenue-prediction_gs-nn-indi-train-1-13-3py.py
563,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_nfl-big-data-bowl-2022_titanic-problem-solutionipynb.py
564,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_galaxy-zoo-the-galaxy-challenge_teste-classifica-o-de-gal-xiasipynb.py
565,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_phase-ii-widsdatathon2022_iowa-housing-pricesipynb.py
566,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_tabular-playground-series-apr-2022_tps-apr-lstms-220422-961ipynb.py
567,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_optiver-realized-volatility-prediction_simple-cnn-keras-for-beginnersipynb.py
568,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_store-sales-time-series-forecasting_drug-multi-classification-rfc-96-6ipynb.py
569,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_nbme-score-clinical-patient-notes_santander-customer-pca-dae-using-lr-lgbmipynb.py
570,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_competitive-data-science-predict-future-sales_houseprices-eda-pycaret-deeplearning-tfipynb.py
571,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_tabular-playground-series-nov-2021_custom-transformations-scikit-learn-pipelinesipynb.py
572,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_spaceship-titanic_starter-climate-change-earth-surface-e24bc90c-4ipynb.py
573,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_nfl-health-and-safety-helmet-assignment_eda-and-logistic-regressionipynb.py
574,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_tabular-playground-series-nov-2021_train-oversampled-data-rain-sat-wind-1-hour-aheadipynb.py
575,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_spaceship-titanic_t-sne-plot-glove-6b-100d-vs-word2vec-vs-tf-useipynb.py
576,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_image-matching-challenge-2022_tabularplaygroundmay2022-edaipynb.py
577,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_AI4Code_add-0036519379-loading-transformed-dataipynb.py
578,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_plant-pathology-2020-fgvc7_tensorflow-multi-classification-transfer-learningipynb.py
579,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_tweet-sentiment-extraction_senti-analysisipynb.py
580,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_kaggle-survey-2021_the-best-way-of-handling-the-bson-filesipynb.py
581,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_nfl-big-data-bowl-2022_credit-card-fraud-detection-compare-lr-dt-svmipynb.py
582,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_competitive-data-science-predict-future-sales_santander-customer-transaction-prediction-xgbcipynb.py
583,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_us-patent-phrase-to-phrase-matching_tensorflow-transfer-learningipynb.py
584,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_mens-march-mania-2022_nlp-with-disaster-tweets-pytorchipynb.py
585,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_chaii-hindi-and-tamil-question-answering_microbes-notebook-ulothrix-or-nahipynb.py
586,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_lux-ai-2021_cat-dag-with-cnnipynb.py
587,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_optiver-realized-volatility-prediction_getting-started-with-titanicipynb.py
588,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_rfcx-species-audio-detection_rfcx-panns-inferenceipynb.py
589,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_nlp-getting-started_starter-credit-card-fraud-detection-249b5984-4ipynb.py
590,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_human-protein-atlas-image-classification_dna-first-kaggleipynb.py
591,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_us-patent-phrase-to-phrase-matching_fasttext-supervised-classifieripynb.py
592,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_tabular-playground-series-dec-2021_featurewiz-lightgbm-on-dec-tps-scoreipynb.py
593,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_tabular-playground-series-dec-2021_starter-cyber-security-breaches-data-dc99ad12-aipynb.py
594,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_tabular-playground-series-jan-2022_periodic-table-eda-visualizingipynb.py
595,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_feedback-prize-2021_spaceship-titanic-sklearnipynb.py
596,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_yelp-recsys-2013_yelp-ratings-reviewpy.py
597,D:\AgileAI\Kaggle_Notebooks\kaggle_scripts\_image-matching-challenge-2022_starter-vehicle-number-plate-detection-ab1953a8-bipynb.py
